src_path,src_path_stac_compat,dst_path,layer_type,event_id,resampling,blocksize,compress,status,message,converted_at
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_DEM_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_DEM_20200915.tif,KuroSiwo_COG_V8/unknown_event/dem/1111002_01_MK0_DEM_20200915_cog.tif,dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:44.289793
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_MLU_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_MLU_20200915.tif,KuroSiwo_COG_V8/unknown_event/lulc/1111002_01_MK0_MLU_20200915_cog.tif,lulc,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:44.413990
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_MNA_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_MNA_20200915.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_MK0_MNA_20200915_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:44.532473
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_SLOPE_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MK0_SLOPE_20200915.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_MK0_SLOPE_20200915_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:44.827548
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MS1_IVH_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MS1_IVH_20200915.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_MS1_IVH_20200915_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:45.248997
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MS1_IVV_20200915.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_MS1_IVV_20200915.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_MS1_IVV_20200915_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:45.687383
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL1_IVH_20200705.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL1_IVH_20200705.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_SL1_IVH_20200705_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:46.044052
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL1_IVV_20200705.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL1_IVV_20200705.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_SL1_IVV_20200705_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:46.402346
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL2_IVH_20200623.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL2_IVH_20200623.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_SL2_IVH_20200623_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:46.740066
/home/NAS/homes/chunen-10029/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL2_IVV_20200623.tif,/home/chunen/nas/bigdata/final/kurosiwo_S1_DEM/1111002/1111002_01_SL2_IVV_20200623.tif,KuroSiwo_COG_V8/unknown_event/s1_dem/1111002_01_SL2_IVV_20200623_cog.tif,s1_dem,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T20:34:47.095710
