src_path,src_path_stac_compat,dst_path,layer_type,event_id,resampling,blocksize,compress,status,message,converted_at
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_label.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_label.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111002_annual-20190916-20200915_label_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:13.342435
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_label_vis.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_label_vis.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111002_annual-20190916-20200915_label_vis_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:13.457478
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_probs.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111002_annual-20190916-20200915_probs.tif,KuroSiwo_COG_V8/unknown_event/lulc/dw_kurosiwo_1111002_annual-20190916-20200915_probs_cog.tif,lulc,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:13.887612
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_label.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_label.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111003_annual-20181128-20191127_label_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:14.481726
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_label_vis.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_label_vis.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111003_annual-20181128-20191127_label_vis_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:14.697169
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_probs.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111003_annual-20181128-20191127_probs.tif,KuroSiwo_COG_V8/unknown_event/lulc/dw_kurosiwo_1111003_annual-20181128-20191127_probs_cog.tif,lulc,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:15.069128
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_label.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_label.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111004_annual-20160830-20170829_label_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:15.219119
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_label_vis.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_label_vis.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111004_annual-20160830-20170829_label_vis_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:15.357548
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_probs.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111004_annual-20160830-20170829_probs.tif,KuroSiwo_COG_V8/unknown_event/lulc/dw_kurosiwo_1111004_annual-20160830-20170829_probs_cog.tif,lulc,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:16.623634
/home/NAS/homes/chunen-10029/bigdata/final/DW/dw_kurosiwo_1111005_annual-20190127-20200126_label.tif,/home/chunen/nas/bigdata/final/DW/dw_kurosiwo_1111005_annual-20190127-20200126_label.tif,KuroSiwo_COG_V8/unknown_event/flood_label/dw_kurosiwo_1111005_annual-20190127-20200126_label_cog.tif,flood_label,unknown_event,nearest,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:00:16.746142
