src_path,src_path_stac_compat,dst_path,layer_type,event_id,resampling,blocksize,compress,status,message,converted_at
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Belgium.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Belgium.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Belgium_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:49.527843
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Correze_department-_France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Correze_department-_France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Correze_department-_France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:49.640719
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Correze_department__France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Correze_department__France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Correze_department__France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:49.762636
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Cumbria.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Cumbria.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Cumbria_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:49.873288
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Germany.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Germany.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Germany_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:49.991421
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Honduras_and_Nicaragua.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Honduras_and_Nicaragua.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Honduras_and_Nicaragua_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.108950
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Landes-_France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Landes-_France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Landes-_France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.223717
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Landes__France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Landes__France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Landes__France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.328412
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Lazio_Region-_Italy.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Lazio_Region-_Italy.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Lazio_Region-_Italy_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.461240
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Lazio_Region__Italy.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Lazio_Region__Italy.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Lazio_Region__Italy_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.565288
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Madagascar.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Madagascar.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Madagascar_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.662031
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Myanmar.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Myanmar.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Myanmar_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.775981
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Netherlands.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Netherlands.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Netherlands_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:50.891093
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_North_Western_Albania.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_North_Western_Albania.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_North_Western_Albania_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.011071
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Occitanie-_France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Occitanie-_France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Occitanie-_France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.113784
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Occitanie__France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Occitanie__France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Occitanie__France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.213036
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Portugal.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Portugal.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Portugal_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.315878
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Romania.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Romania.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Romania_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.431471
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Silute-_Lithuania.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Silute-_Lithuania.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Silute-_Lithuania_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.548395
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Silute__Lithuania.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Silute__Lithuania.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Silute__Lithuania_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.670933
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Skopje.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Skopje.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Skopje_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.786876
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_South_East_France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_South_East_France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_South_East_France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.891697
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_South_West_of_France.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_South_West_of_France.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_South_West_of_France_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:51.998031
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Southern_Ireland.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Southern_Ireland.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Southern_Ireland_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:52.112670
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Spain.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Spain.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Spain_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:52.222309
/home/NAS/homes/gisele-10036/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Thrace-_Greece.tif,/home/gisele/nas/02.Course/26S_BigData/Imerg/7days_sum/Acc_Flood_in_Thrace-_Greece.tif,/home/gisele/NAS/02.Course/26S_BigData/KuroSiwo_COG_V8/unknown_event/precipitation/Acc_Flood_in_Thrace-_Greece_cog.tif,precipitation,unknown_event,bilinear,256,DEFLATE,ok,gdal_translate COG 成功,2026-05-21T21:31:52.322754
